Q412587	CD4 molecule	Q24723854	T cell CD4 receptor C-terminal region
Q412587	CD4 molecule	Q24724343	Immunoglobulin C2-set
Q412587	CD4 molecule	Q24770541	Immunoglobulin domain
Q412587	CD4 molecule	Q24774513	Immunoglobulin subtype 2
Q412587	CD4 molecule	Q24778221	CD4, extracellular
Q412587	CD4 molecule	Q24783253	Immunoglobulin-like domain
Q412587	CD4 molecule	Q24784914	Immunoglobulin V-set domain
Q412587	CD4 molecule	Q24786036	Immunoglobulin subtype
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24723491	EGF-like domain
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24724853	Serine proteases, trypsin family, serine active site
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24726204	Serine proteases, trypsin family, histidine active site
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24772887	EGF-like calcium-binding domain
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24774909	Gamma-carboxyglutamic acid-rich (GLA) domain
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24777164	Serine proteases, trypsin domain
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24777618	EGF-like calcium-binding, conserved site
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24782810	EGF-type aspartate/asparagine hydroxylation site
Q412810	Protein C, inactivator of coagulation factors Va and VIIIa	Q24786224	EGF-like, conserved site
Q412841	Coagulation factor III, tissue factor	Q24740327	Fibronectin type III
Q412841	Coagulation factor III, tissue factor	Q24785620	Interferon/interleukin receptor domain
Q412841	Coagulation factor III, tissue factor	Q24787027	Tissue factor, conserved site
Q412850	Coagulation factor VII	Q24723491	EGF-like domain
Q412850	Coagulation factor VII	Q24724853	Serine proteases, trypsin family, serine active site
Q412850	Coagulation factor VII	Q24726204	Serine proteases, trypsin family, histidine active site
Q412850	Coagulation factor VII	Q24772887	EGF-like calcium-binding domain
Q412850	Coagulation factor VII	Q24774909	Gamma-carboxyglutamic acid-rich (GLA) domain
Q412850	Coagulation factor VII	Q24777164	Serine proteases, trypsin domain
Q412850	Coagulation factor VII	Q24777618	EGF-like calcium-binding, conserved site
Q412850	Coagulation factor VII	Q24782810	EGF-type aspartate/asparagine hydroxylation site
Q412850	Coagulation factor VII	Q24786224	EGF-like, conserved site
Q412889	Interleukin 6	Q24787149	Interleukin-6/GCSF/MGF, conserved site
Q412902	ATP binding cassette subfamily B member 1	Q24725666	ABC transporter, conserved site
Q412902	ATP binding cassette subfamily B member 1	Q24768525	ABC transporter type 1, transmembrane domain
Q412902	ATP binding cassette subfamily B member 1	Q24772708	ABC transporter-like
Q412902	ATP binding cassette subfamily B member 1	Q24774001	AAA+ ATPase domain
Q413209	Transient receptor potential cation channel subfamily V member 1	Q24767982	Ion transport domain
