Q414043	RELN	Q8277	multiple sclerosis
Q4654662	ATG16L1	Q1472	Crohn's disease
Q5007698	C1GALT1	Q8277	multiple sclerosis
Q5573603	GPC5	Q8277	multiple sclerosis
Q12242652	PTPRC	Q1477	ulcerative colitis
Q14864464	IL10	Q1477	ulcerative colitis
Q14875866	MET	Q8277	multiple sclerosis
Q14903974	SMAD3	Q1472	Crohn's disease
Q14904995	ITGAL	Q1477	ulcerative colitis
Q14905324	ITGAM	Q1485	systemic lupus erythematosus
Q14907245	IL26	Q1477	ulcerative colitis
Q14907505	CD80	Q1485	systemic lupus erythematosus
Q14912019	STAT3	Q1472	Crohn's disease
Q14912589	NOD2	Q1472	Crohn's disease
Q14913982	TCF4	Q1477	ulcerative colitis
Q14914108	CIITA	Q1477	ulcerative colitis
Q14914344	TNXB	Q1485	systemic lupus erythematosus
Q14914514	JAK2	Q1472	Crohn's disease
Q14914618	STAT4	Q1485	systemic lupus erythematosus
Q17848770	BLK	Q1485	systemic lupus erythematosus
Q17854930	CACNA2D1	Q1477	ulcerative colitis
Q17855881	CAPZB	Q1472	Crohn's disease
Q17856022	RUNX3	Q1472	Crohn's disease
Q17909267	CREBL2	Q1485	systemic lupus erythematosus
Q17912756	DAP	Q1477	ulcerative colitis
Q17914047	DNMT3A	Q1472	Crohn's disease
Q17916309	ELF1	Q1485	systemic lupus erythematosus
Q17917642	ETS1	Q1485	systemic lupus erythematosus
Q17927782	FCGR2A	Q1477	ulcerative colitis
Q17927782	FCGR2A	Q1485	systemic lupus erythematosus
Q18024807	FUT2	Q1472	Crohn's disease
Q18025635	GCKR	Q1472	Crohn's disease
Q18026214	GNA12	Q1477	ulcerative colitis
Q18026375	GPR19	Q1485	systemic lupus erythematosus
Q18026413	GPR35	Q1477	ulcerative colitis
Q18026515	GRIN2A	Q6853	hepatitis B
Q18026938	HLA-DPA1	Q6853	hepatitis B
Q18026941	HLA-DPB1	Q6853	hepatitis B
Q18026947	HLA-DQA1	Q1485	systemic lupus erythematosus
Q18026955	HLA-DQB2	Q6853	hepatitis B
Q18027645	IFNGR2	Q1472	Crohn's disease
Q18027819	IL2RA	Q1472	Crohn's disease
Q18027842	IL7R	Q1477	ulcerative colitis
Q18028466	LAMC2	Q1485	systemic lupus erythematosus
Q18028678	LSP1	Q1477	ulcerative colitis
Q18029171	AFF1	Q1485	systemic lupus erythematosus
Q18029456	MST1	Q1472	Crohn's disease
Q18029456	MST1	Q1477	ulcerative colitis
Q18030025	NELL1	Q1472	Crohn's disease
Q18030584	PLCL1	Q1472	Crohn's disease
Q18030866	PSMB10	Q1472	Crohn's disease
Q18030926	PTPN2	Q1472	Crohn's disease
Q18032042	TNFAIP3	Q1485	systemic lupus erythematosus
Q18032264	UBE2L3	Q1485	systemic lupus erythematosus
Q18032264	UBE2L3	Q6853	hepatitis B
Q18033186	SOCS1	Q1472	Crohn's disease
Q18034627	HDAC9	Q1477	ulcerative colitis
Q18034921	TNFSF15	Q1472	Crohn's disease
Q18035291	TNIP1	Q1485	systemic lupus erythematosus
Q18036441	SP140	Q1472	Crohn's disease
Q18037036	OTUD3	Q1477	ulcerative colitis
Q18037055	CLEC16A	Q1485	systemic lupus erythematosus
Q18037084	SATB2	Q1477	ulcerative colitis
