Q14863971	WAS	Q29867336	human X chromosome
Q14863991	ACE	Q220677	human chromosome 17
Q14864006	GNRH1	Q572848	human chromosome 8
Q14864016	LTF	Q668633	human chromosome 3
Q14864060	ADIPOQ	Q668633	human chromosome 3
Q14864068	RETN	Q510786	human chromosome 19
Q14864078	PRF1	Q840737	human chromosome 10
Q14864082	CORT	Q430258	human chromosome 1
Q14864092	ELN	Q657319	human chromosome 7
Q14864102	MSTN	Q638893	human chromosome 2
Q14864139	HMGCR	Q840741	human chromosome 5
Q14864147	KRT1	Q847102	human chromosome 12
Q14864152	KRT7	Q847102	human chromosome 12
Q14864155	KRT6A	Q847102	human chromosome 12
Q14864162	KRT3	Q847102	human chromosome 12
Q14864167	KRT2	Q847102	human chromosome 12
Q14864175	KRT14	Q220677	human chromosome 17
Q14864179	KRT13	Q220677	human chromosome 17
Q14864184	KRT12	Q220677	human chromosome 17
Q14864188	KRT10	Q220677	human chromosome 17
Q14864192	KRT9	Q220677	human chromosome 17
Q14864194	KRT20	Q220677	human chromosome 17
Q14864204	KRT19	Q220677	human chromosome 17
Q14864213	KRT18	Q847102	human chromosome 12
Q14864220	KRT17	Q220677	human chromosome 17
Q14864225	KRT15	Q220677	human chromosome 17
Q14864239	UCHL1	Q836605	human chromosome 4
Q14864255	PRKN	Q540857	human chromosome 6
Q14864292	DMD	Q29867336	human X chromosome
Q14864348	KRT16	Q220677	human chromosome 17
Q14864353	TTR	Q780468	human chromosome 18
Q14864361	ACKR1	Q430258	human chromosome 1
Q14864369	NPY	Q657319	human chromosome 7
Q14864375	CP	Q668633	human chromosome 3
Q14864388	SYP	Q29867336	human X chromosome
Q14864397	TNFRSF11B	Q572848	human chromosome 8
Q14864419	CYP3A4	Q657319	human chromosome 7
Q14864427	CYP2D6	Q753805	human chromosome 22
Q14864434	CYP2E1	Q840737	human chromosome 10
Q14864464	IL10	Q430258	human chromosome 1
Q14864473	OPN4	Q840737	human chromosome 10
Q14864492	MYOD1	Q847096	human chromosome 11
Q14864515	IL2	Q836605	human chromosome 4
Q14864522	MUC16	Q510786	human chromosome 19
Q14864533	CR1	Q430258	human chromosome 1
Q14864573	CD36	Q657319	human chromosome 7
Q14864628	TXN	Q840604	human chromosome 9
Q14864641	F7	Q840734	human chromosome 13
Q14864661	POU5F1	Q540857	human chromosome 6
Q14864695	EGF	Q836605	human chromosome 4
Q14864712	CFTR	Q657319	human chromosome 7
Q14864755	LPL	Q572848	human chromosome 8
Q14864787	ADA	Q666752	human chromosome 20
Q14864821	EGR1	Q840741	human chromosome 5
Q14864844	DES	Q638893	human chromosome 2
Q14864863	VIM	Q840737	human chromosome 10
Q14864874	PRPH	Q847102	human chromosome 12
Q14864879	GFAP	Q220677	human chromosome 17
Q14864886	ANPEP	Q765245	human chromosome 15
Q14864905	ACR	Q753805	human chromosome 22
Q14864913	TRIM5	Q847096	human chromosome 11
Q14864922	MTHFR	Q430258	human chromosome 1
Q14864935	CLU	Q572848	human chromosome 8
Q14864939	PROS1	Q668633	human chromosome 3
Q14864945	PROC	Q638893	human chromosome 2
Q14864955	SERPINF2	Q220677	human chromosome 17
Q14864964	SDHD	Q847096	human chromosome 11
Q14864969	SDHC	Q430258	human chromosome 1
Q14864994	HSPD1	Q638893	human chromosome 2
Q14865007	HSPE1	Q638893	human chromosome 2
Q14865010	STIP1	Q847096	human chromosome 11
Q14865015	CYP19A1	Q765245	human chromosome 15
Q14865053	ARF6	Q138955	human chromosome 14
Q14865059	GRP	Q780468	human chromosome 18
Q14865070	VIP	Q540857	human chromosome 6
Q14865077	SERPING1	Q847096	human chromosome 11
Q14865090	ALDOA	Q742870	human chromosome 16
Q14865111	F10	Q840734	human chromosome 13
Q14865116	F5	Q430258	human chromosome 1
Q14865120	F11	Q836605	human chromosome 4
Q14865134	GALT	Q840604	human chromosome 9
Q14865150	KCNQ1	Q847096	human chromosome 11
Q14865176	CCR5	Q668633	human chromosome 3
Q14865202	BACE2	Q753218	human chromosome 21
Q14865236	IL6	Q657319	human chromosome 7
