Q17853927	BUB1B	Q21108282	BUB1 mitotic checkpoint serine/threonine kinase B
Q17853941	BYSL	Q21132870	Bystin like
Q17853941	BYSL	Q21147866	Bystin
Q17853980	C1QBP	Q21110443	Complement C1q binding protein
Q17854024	C1QA	Q21116900	Complement C1q A chain
Q17854030	C1QB	Q21116901	Complement C1q B chain
Q17854035	C1QC	Q21116903	Complement C1q C chain
Q17854035	C1QC	Q21137198	Complement component 1, q subcomponent, C chain, isoform CRA_a
Q17854107	C4A	Q21102477	Complement C4A (Rodgers blood group)
Q17854121	C4B	Q21102477	Complement C4A (Rodgers blood group)
Q17854121	C4B	Q21102479	Complement component 4B (Chido blood group), copy 2
Q17854122	C4BPA	Q21108208	Complement component 4 binding protein alpha
Q17854122	C4BPA	Q21140143	C4b-binding protein alpha chain
Q17854151	C4BPB	Q21110511	Complement component 4 binding protein beta
Q17854151	C4BPB	Q21142087	C4b-binding protein beta chain
Q17854152	CAPN5	Q21112904	Calpain 5
Q17854192	C8A	Q21102473	Complement C8 alpha chain
Q17854201	C8B	Q21102474	Complement C8 beta chain
Q17854207	C8G	Q21102475	Complement C8 gamma chain
Q17854210	OSGIN2	Q21121797	Oxidative stress induced growth inhibitor family member 2
Q17854222	VPS51	Q21123575	VPS51 subunit of GARP complex
Q17854222	VPS51	Q21139595	Vacuolar protein sorting-associated protein 51 homolog
Q17854224	MRPL49	Q21133433	Mitochondrial ribosomal protein L49
Q17854224	MRPL49	Q21141995	39S ribosomal protein L49, mitochondrial
Q17854244	ZNHIT2	Q21136819	Zinc finger HIT-type containing 2
Q17854249	MPPED2	Q21116950	Metallophosphoesterase domain containing 2
Q17854249	MPPED2	Q21141534	Metallophosphoesterase MPPED2
Q17854250	MYRF	Q21207376	Myelin regulatory factor
Q17854263	TMEM258	Q21136286	Transmembrane protein 258
Q17854281	DAGLA	Q21102593	Diacylglycerol lipase alpha
Q17854288	FMNL1	Q21132236	Formin like 1
Q17854288	FMNL1	Q21141595	Formin-like protein 1
Q17854294	LDLRAD4	Q21122311	Low density lipoprotein receptor class A domain containing 4
Q17854344	PTTG1IP	Q21100813	PTTG1 interacting protein
Q17854369	CFAP410	Q21106533	Cilia and flagella associated protein 410
Q17854398	TMEM50B	Q21136285	Transmembrane protein 50B
Q17854403	MPPED1	Q21120048	Metallophosphoesterase domain containing 1
Q17854403	MPPED1	Q21141265	Metallophosphoesterase domain containing 1
Q17854427	CA4	Q5038044	Carbonic anhydrase 4
Q17854427	CA4	Q21140295	Carbonic anhydrase 4
Q17854478	CA5A	Q21132914	Carbonic anhydrase 5A
Q17854511	CA7	Q21132915	Carbonic anhydrase 7
Q17854514	CA8	Q21173165	Carbonic anhydrase 8
Q17854517	CA9	Q5038045	Carbonic anhydrase 9
Q17854525	CA11	Q21116947	Carbonic anhydrase 11
Q17854539	CA12	Q21116946	Carbonic anhydrase 12
Q17854605	CACNA1A	Q21104701	Calcium voltage-gated channel subunit alpha1 A
Q17854605	CACNA1A	Q21142032	Voltage-dependent P/Q-type calcium channel subunit alpha-1A
Q17854673	CACNA1D	Q21102146	Calcium voltage-gated channel subunit alpha1 D
Q17854673	CACNA1D	Q21141575	Voltage-dependent L-type calcium channel subunit alpha-1D
Q17854780	CACNA1F	Q21102124	Calcium voltage-gated channel subunit alpha1 F
Q17854780	CACNA1F	Q21151846	Voltage-dependent L-type calcium channel subunit alpha-1F
